LINKID,M0_19,M0_24,M0_30,M0_40,M0_50,M4_19,M4_24,M4_30,M4_40,M4_50,M5_19,M5_24,M5_30,M5_40,M5_50,M6_19,M6_24,M6_30,M6_40,M6_50,M7_19,M7_24,M7_30,M7_40,M7_50,M8_19,M8_24,M8_30,M8_40,M8_50,M9_19,M9_24,M9_30,M9_40,M9_50
22524_25976,0,0,884,993,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,993,1076
22524_26224,0,0,884,993,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,993,1076
22524_26337,221,245,182,141,206,221,245,182,141,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22525_23884,221,245,200,151,227,221,245,200,151,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22526_22685,221,245,207,130,243,221,245,207,130,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22526_26245,221,245,187,134,213,221,245,187,134,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22528_22529,489,497,952,1090,1188,489,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,1090,1188
22528_23881,488,495,919,1048,1140,488,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,1048,1140
22529_23880,489,496,952,1090,1188,489,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,1090,1188
22540_22541,201,292,204,209,214,201,292,204,209,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22541_22544,197,285,201,204,208,197,285,201,204,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22544_22547,182,180,174,176,179,182,180,174,176,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22546_22548,516,524,996,1141,1213,516,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,1141,1213
22546_30457,517,525,952,1090,1188,517,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,1090,1188
22547_22549,182,180,146,147,148,182,180,146,147,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22548_22549,541,551,996,1141,1213,541,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,1141,1213
22549_22550,518,525,1082,1249,1348,518,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,1249,1348
22549_22553,129,129,135,137,138,129,129,135,137,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22550_22554,541,547,1082,1249,1348,541,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,1249,1348
22553_26508,129,129,135,137,138,129,129,135,137,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22554_22586,548,554,1082,1249,1348,548,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,1249,1348
22555_24197,105,102,112,115,116,105,102,112,115,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22557_22559,82,81,87,89,90,82,81,87,89,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22559_22562,85,90,68,70,71,85,90,68,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22562_22566,92,97,68,70,71,92,97,68,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22563_22564,92,97,74,76,78,92,97,74,76,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22564_22565,108,113,76,80,83,108,113,76,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22565_22592,0,0,234,266,285,0,0,234,266,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22565_22618,108,113,75,79,82,108,113,75,79,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22565_22619,0,0,234,265,284,0,0,234,265,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22566_22563,92,97,73,75,77,92,97,73,75,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22567_22619,0,0,206,234,249,0,0,206,234,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22567_23871,0,0,212,239,252,0,0,212,239,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22568_22569,0,0,149,166,176,0,0,149,166,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22568_23871,0,0,212,239,252,0,0,212,239,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22569_22660,0,0,149,166,176,0,0,149,166,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22570_22568,0,0,62,72,75,0,0,62,72,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22577_23856,187,278,203,215,214,187,278,203,215,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22578_22577,236,330,224,235,235,236,330,224,235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22579_21911,258,359,246,258,257,258,359,246,258,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22579_22604,0,0,281,372,404,0,0,281,372,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22579_22607,0,0,250,326,360,0,0,250,326,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22581_22583,0,0,303,376,412,0,0,303,376,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22581_22607,0,0,303,376,412,0,0,303,376,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22583_22584,0,0,303,372,414,0,0,303,372,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22584_22585,0,0,303,373,415,0,0,303,373,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22585_22587,0,0,302,371,413,0,0,302,371,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22586_22587,604,609,1082,1249,1348,604,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,1249,1348
22587_22620,609,614,1516,1733,1841,609,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,1733,1841
22587_22622,0,0,243,280,305,0,0,243,280,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22589_22591,0,0,252,290,314,0,0,252,290,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22589_22624,0,0,256,295,323,0,0,256,295,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22591_22592,0,0,248,286,310,0,0,248,286,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22595_24099,0,0,32,44,69,0,0,0,0,0,0,0,32,44,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22596_24295,0,0,53,69,107,0,0,0,0,0,0,0,53,69,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22596_25377,0,0,53,69,107,0,0,0,0,0,0,0,53,69,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22597_24051,0,0,35,57,74,0,0,35,57,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22597_25001,0,0,35,57,74,0,0,35,57,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22598_25369,0,0,40,64,93,0,0,40,64,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22598_26683,0,0,42,68,98,0,0,42,68,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22599_25001,0,0,29,48,69,0,0,29,48,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22599_25373,0,0,29,48,69,0,0,29,48,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22604_24535,0,0,281,372,404,0,0,281,372,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22605_21910,293,403,316,344,343,293,403,316,344,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22606_22605,293,403,346,375,374,293,403,346,375,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22618_22632,141,149,101,107,113,141,149,101,107,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22620_22621,652,655,1516,1733,1841,652,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,1733,1841
22621_22623,680,685,1516,1733,1841,680,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,1733,1841
22622_22624,0,0,256,295,324,0,0,256,295,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22623_22626,718,725,1516,1733,1841,718,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,1733,1841
22626_22655,0,0,209,243,254,0,0,209,243,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22626_22717,721,724,1749,2015,2113,721,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749,2015,2113
22628_22626,28,29,186,211,220,28,29,186,211,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22630_22628,28,29,179,202,209,28,29,179,202,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22631_22630,39,39,179,202,209,39,39,179,202,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22632_22633,132,140,101,107,113,132,140,101,107,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22633_22634,132,140,125,132,140,132,140,125,132,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22634_22631,39,39,156,177,181,39,39,156,177,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22634_22721,171,181,126,133,142,171,181,126,133,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22635_23872,63,64,137,155,159,63,64,137,155,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22640_25988,0,0,52,79,94,0,0,52,79,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22641_26009,0,0,14,25,27,0,0,14,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22642_23979,0,0,20,35,39,0,0,20,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22645_24541,0,0,189,230,255,0,0,189,230,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22647_22606,293,402,346,375,374,293,402,346,375,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22648_24545,0,0,210,249,275,0,0,210,249,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22649_22648,0,0,222,261,280,0,0,222,261,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22650_22649,0,0,222,261,280,0,0,222,261,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22652_22650,0,0,225,263,280,0,0,225,263,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22653_22652,0,0,225,263,280,0,0,225,263,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22655_22653,0,0,210,244,255,0,0,210,244,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22657_22773,0,0,339,371,390,0,0,339,371,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22657_22802,149,161,272,307,319,149,161,272,307,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22657_23866,0,0,330,359,377,0,0,330,359,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22657_23867,137,145,272,307,320,137,145,272,307,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22658_22659,129,133,264,298,310,129,133,264,298,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22658_23867,137,145,262,295,308,137,145,262,295,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22659_22777,0,0,227,258,270,0,0,227,258,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22659_22779,129,133,103,115,117,129,133,103,115,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22660_22661,0,0,62,72,75,0,0,62,72,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22660_22662,0,0,212,239,252,0,0,212,239,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22661_22570,0,0,62,72,75,0,0,62,72,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22662_22781,0,0,212,239,252,0,0,212,239,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22663_26097,0,0,136,150,152,0,0,136,150,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22664_22663,0,0,136,150,152,0,0,136,150,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22667_22023,15,13,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22681_24663,0,0,669,576,629,0,0,669,576,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22683_23484,114,126,0,334,382,114,126,0,0,0,0,0,0,334,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22683_25779,100,110,0,334,382,100,110,0,0,0,0,0,0,334,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22685_23855,221,245,218,0,0,221,245,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22685_25865,0,0,0,128,258,0,0,0,128,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22686_20757,221,245,0,0,0,221,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22686_22697,0,0,255,402,435,0,0,255,402,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22687_22692,221,245,0,0,0,221,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22689_22690,221,245,234,202,91,221,245,234,202,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22690_22691,48,56,234,203,91,48,56,234,203,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22690_26559,255,295,0,0,0,255,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22691_26629,48,56,220,195,88,48,56,220,195,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22692_26221,221,245,0,0,0,221,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22694_24779,48,56,220,195,88,48,56,220,195,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22694_26629,48,56,220,195,88,48,56,220,195,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22695_22700,628,678,0,0,184,56,59,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,618,0,0,0
22695_24779,628,678,0,0,184,56,59,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,618,0,0,0
22697_22701,0,0,281,372,404,0,0,281,372,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22699_22732,0,0,817,854,905,0,0,89,102,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,751,796
22700_25378,636,686,0,0,0,64,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,618,0,0,0
22701_24535,0,0,281,372,404,0,0,281,372,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22702_24198,0,0,189,230,255,0,0,189,230,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22704_22707,58,82,0,0,0,58,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22707_22786,58,82,0,0,0,58,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22709_22833,58,82,0,0,0,58,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22710_22833,674,725,0,0,0,101,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,618,0,0,0
22710_25378,674,725,0,0,0,101,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,618,0,0,0
22711_22835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22713_23167,322,363,0,451,446,322,363,0,0,0,0,0,0,451,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22714_23484,114,126,0,362,416,114,126,0,0,0,0,0,0,362,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22714_24505,144,162,0,362,416,144,162,0,0,0,0,0,0,362,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22716_25302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22717_22718,777,788,1749,2015,2113,777,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749,2015,2113
22718_22738,787,795,1749,2015,2113,787,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749,2015,2113
22721_22722,211,224,149,156,167,211,224,149,156,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22722_22744,211,224,149,156,167,211,224,149,156,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22724_22725,58,82,0,0,0,58,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22725_22704,58,82,0,0,0,58,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22729_22730,335,445,440,480,481,335,445,440,480,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22729_22731,587,729,440,480,481,587,729,440,480,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22729_23863,260,300,0,0,0,260,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22730_21908,316,428,425,464,465,316,428,425,464,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22731_22782,571,716,428,468,469,571,716,428,468,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22732_22733,0,0,817,854,905,0,0,89,102,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,751,796
22733_22734,0,0,817,854,905,0,0,89,102,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,751,796
22734_22735,0,0,817,854,905,0,0,89,102,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,751,796
22735_22793,0,0,817,854,905,0,0,89,102,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,751,796
22737_22793,0,0,373,404,418,0,0,373,404,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22737_24617,0,0,355,396,411,0,0,355,396,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22738_22739,788,797,1749,2015,2113,788,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749,2015,2113
22739_22741,765,774,336,375,399,765,774,336,375,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22739_22761,0,0,320,357,381,0,0,320,357,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22739_22815,31,33,1792,2075,2150,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792,2075,2150
22741_22742,765,774,336,375,400,765,774,336,375,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22742_22743,765,774,343,382,405,765,774,343,382,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22743_22745,0,0,364,402,425,0,0,364,402,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22743_23076,988,1013,122,129,138,988,1013,122,129,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22744_22743,205,218,143,149,159,205,218,143,149,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22745_22831,0,0,364,402,425,0,0,364,402,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22749_22750,0,0,304,341,366,0,0,304,341,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22749_24617,0,0,349,390,405,0,0,349,390,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22750_22753,0,0,321,359,384,0,0,321,359,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22753_22759,0,0,319,356,380,0,0,319,356,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22756_22801,3087,3424,3543,3810,3818,391,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695,2951,3543,3810,3818
22759_22761,0,0,316,353,378,0,0,316,353,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22762_22756,2975,3200,3384,3639,3593,265,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710,2866,3384,3639,3593
22765_22768,0,0,355,393,415,0,0,355,393,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22765_22831,0,0,364,402,425,0,0,364,402,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22767_22891,3222,3379,3092,3311,3340,265,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2957,3045,3092,3311,3340
22768_22773,0,0,355,393,415,0,0,355,393,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22769_22767,3222,3379,3092,3311,3340,265,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2957,3045,3092,3311,3340
22769_22770,354,377,185,214,207,354,377,185,214,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22769_22897,118,118,176,192,191,118,118,176,192,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
